,Follower,Following
0,15750573,132539757
0,15750573,174991185
0,15750573,372843212
0,15750573,73343
0,15750573,450594910
0,15750573,315707871
0,15750573,469631198
0,15750573,533315563
0,15750573,533315563
0,15750573,483172916
0,15750573,115512512
0,15750573,398537509
0,15750573,616572834
0,15750573,586366163
0,15750573,8762122
0,15750573,577430083
0,15750573,377344523
0,15750573,343998886
0,15750573,150732625
0,15750573,190161488
0,15750573,192931240
0,15750573,258465487
0,15750573,376297519
0,15750573,66815732
0,15750573,391015835
0,15750573,16310134
0,15750573,527454176
0,15750573,50956443
0,15750573,8943
0,15750573,122127763
0,15750573,623111545
0,15750573,616564407
0,15750573,624208322
0,15750573,19081001
0,15750573,399935607
0,15750573,186404598
0,15750573,15962096
0,15750573,20384956
0,15750573,96127287
0,15750573,551653007
0,15750573,271310204
0,15750573,341258707
0,15750573,375820392
0,15750573,194989299
0,15750573,476514758
0,15750573,577243493
0,15750573,128213903
0,15750573,73926321
0,15750573,456853606
0,15750573,385339360
0,15750573,479798490
0,15750573,461578921
0,15750573,32338210
0,15750573,561642136
0,15750573,563979425
0,15750573,566703294
0,15750573,14583400
0,15750573,293483941
0,15750573,175529610
0,15750573,150346051
0,15750573,42909798
0,15750573,20887537
0,15750573,540985738
0,15750573,370102769
0,15750573,546315483
0,15750573,456673160
0,15750573,544360896
0,15750573,41667342
0,15750573,228130177
0,15750573,204387286
0,15750573,284858667
0,15750573,17922590
0,15750573,106505501
0,15750573,262236415
0,15750573,474233138
0,15750573,555461978
0,15750573,216744325
0,15750573,417189950
0,15750573,482995387
0,15750573,248916795
0,15750573,404376053
0,15750573,377571301
0,15750573,394665897
0,15750573,485018563
0,15750573,251149608
0,15750573,220020080
0,15750573,414978578
0,15750573,485140375
0,15750573,490382218
0,15750573,304540433
0,15750573,78577226
0,15750573,72018889
0,15750573,73909361
0,15750573,182799181
0,15750573,16362818
0,15750573,131526573
0,15750573,13533662
0,15750573,277667306
0,15750573,52352322
0,15750573,58324434
